Column1	Column2
She seemed surprised to hear her name called from behind.	H„n n„ytti h„mm„styneelt„ kuullessaan nime„„n sanottavan takaap„in.
She showed the passengers how to fasten their seat belts.	H„n n„ytti matkustajille kuinka heid„n turvavy”ns„ kiinnitet„„n.
She spent all of her Christmases at home with her family.	H„n vietti kaikki joulunsa kotona perheens„ kanssa.
She was restless because she did not have anything to do.	H„n oli levoton, sill„ h„nell„ ei ollut mit„„n tekemist„.
Some people think that hang gliding is a dangerous sport.	Joidenkin ihmisten mielest„ riippuliito on vaarallinen urheilulaji.
That's a bold question, but it's one that you should ask.	Se on uskalias kysymys, mutta se on syyt„ kysy„.
The Prime Minister will hold a press conference tomorrow.	P„„ministeri pit„„ huomenna lehdist”tilaisuuden.
The Prime Minister will hold a press conference tomorrow.	P„„ministeri pit„„ lehdist”tilaisuuden huomenna.
The baseball game was canceled because of the heavy rain.	Baseball-peli peruttiin kovan sateen t„hden.
The boy was so tired that he couldn't take one more step.	Poika oli niin v„synyt, ettei jaksanut ottaa en„„ askeltakaan.
The cabinet minister ended up submitting his resignation.	Ministeri p„„tyi eroamaan.
The cabinet minister wound up submitting his resignation.	Ministeri p„„tyi j„tt„m„„n eroanomuksen.
The cabinet minister wound up submitting his resignation.	Ministeri p„„tyi j„tt„m„„n eroanomuksensa.
The car that was parked in front of Tom's house was blue.	Auto, joka oli pys„k”ity Tomin talon eteen, oli sininen.
The car that was parked in front of Tom's house was blue.	Tomin talon eteen pys„k”ity auto oli sininen.
The cherry blossoms flutter down whenever the wind blows.	Kirsikan kukat leijailevat maahan aina kun tuuli puhaltaa.
The doctor saved the four people injured in the accident.	L„„k„ri pelasti nelj„ onnettomuudessa loukkaantunutta.
The following morning, the snowman was completely melted.	Seuraavana aamuna lumiukko oli sulanut t„ysin.
The more you study, the more you discover your ignorance.	Mit„ enemm„n opiskelet, sit„ selvemm„ksi oma tiet„m„tt”myytesi k„y.
The nearest star to our solar system is Proxima Centauri.	Aurinkokuntamme l„hin t„hti on Proxima Centauri.
The parking lot in front of the bank was completely full.	Pankin edess„ oleva parkkipaikka oli aivan t„ynn„.
The plate slipped from her hand and crashed to the floor.	Lautanen luiskahti h„nen k„dest„„n ja s„rkyi lattialle.
The temperature has been below freezing for several days.	L„mp”tila on ollut useita p„ivi„ pakkasen puolella.
The temperature has been below freezing for several days.	L„mp”tila on ollut nollan alapuolella useita p„ivi„.
The temperature has been below freezing for several days.	L„mp”tila on ollut useita p„ivi„ nollan alapuolella.
There was nothing but forest as far as the eye could see.	Mets„„ oli silm„nkantamattomiin.
They are not much different in character from each other.	He eiv„t ole luonteiltaan kovin erilaisia.
They felt that now was not the time to start a civil war.	He tunsivat, ett„ nyt ei ollut aika aloittaa kansalaissotaa.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t halunneet p„„st„„ Tomia sis„„n, koska h„nell„ oli huppari.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t p„„st„neet Tomia sis„„n, koska h„nell„ oli huppari.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t halunneet p„„st„„ Tomia sis„„n, koska h„nell„ oli yll„„n huppari.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t p„„st„neet Tomia sis„„n, koska h„nell„ oli yll„„n huppari.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t halunneet p„„st„„ Tomia sis„„n, koska h„n oli pukeutunut huppariin.
They wouldn't let Tom in because he was wearing a hoodie.	He eiv„t p„„st„neet Tomia sis„„n, koska h„n oli pukeutunut huppariin.
This form looks kind of complicated. Help me fill it out.	T„m„ lomake n„ytt„„ jotenkin monimutkaiselta. Auta minua t„ytt„m„„n se.
This is the most interesting story that I have ever read.	T„m„ on kiinnostavin tarina, mink„ olen koskaan lukenut.
This year, I'm going to Australia instead of New Zealand.	T„n„ vuonna menen Australiaan Uuden-Seelannin sijasta.
Tom and Mary announced the dissolution of their marriage.	Tom ja Mari ilmoittivat avioliittonsa purkamisesta.
Tom and Mary fell in love with each other at first sight.	Tomi ja Mari rakastuivat toisiinsa ensisilm„yksell„.
Tom and Mary hardly spoke to each other during breakfast.	Tom ja Mari tuskin puhuivat toisilleen aamiaisella.
Tom and Mary hardly spoke to each other during breakfast.	Tom ja Mari h„din tuskin puhuivat toisilleen aamupalan aikana.
Tom and Mary used to live in the same apartment building.	Tomi ja Mari asuivat ennen samassa kerrostalossa.
Tom and Mary wandered through the streets of the village.	Tomi ja Mari kuljeskelivat kyl„n kaduilla.
Tom broke into Mary's house and stole her pearl necklace.	Tom murtautui Maryn kotiin ja varasti h„nen helmikaulakorunsa.
Tom claims he knows the value of pi to a thousand places.	Tuomo v„itt„„ tiet„v„ns„ piin arvon tuhannen desimaalin tarkkuudella.
Tom couldn't understand why Mary was acting so strangely.	Tom ei voinut ymm„rt„„ miksi Mari k„ytt„ytyi niin oudosti.
Tom didn't decide to become a writer until he was thirty.	Tom ei p„„tt„nyt tulla kirjailijaksi kuin vasta 30-vuotiaana.
Tom didn't even have enough money to buy a cup of coffee.	Tomilla ei ollut tarpeeksi rahaa edes kahvikupillisen ostamiseen.
Tom didn't find out he was adopted until he was thirteen.	Tom ei saanut tiet„„, ett„ h„net oli adoptoitu, kuin vasta kolmekymppisen„.
Tom doesn't get along with his neighbors like he used to.	Tom ei en„„ tule toimeen naapuriensa kanssa kuten ennen.
Tom doesn't usually eat anything before he goes on stage.	Tomi ei sy” yleens„ sy” mit„„n ennen kuin nousee lavalle.
Tom grew up in an isolated village deep in the mountains.	Tom varttui erist„ytyneess„ kyl„ss„ vuorten syleilyss„.
Tom had enough sense to not go out by himself after dark.	Tomilla oli tarpeeksi j„rke„ p„„ss„„n olla menem„tt„ yksin„„n ulos pime„n tultua.
Tom hadn't expected Mary to come so early in the morning.	Tom ei ollut odottanut Maryn tulevan niin aikaisin aamulla.
Tom has a good grasp of grammar, but is weak in spelling.	Tomilla on kielioppi hyvin hallussa, mutta h„n on huono oikeinkirjoituksessa.
Tom has an important decision to make before next Monday.	Tomilla on t„rke„ p„„t”s teht„v„n„ ennen ensi maanantaita.
Tom heard a knock and walked over to the door to open it.	Tom kuuli koputuksen ja k„veli ovelle avaamaan sen.
Tom is the only one on this island that can speak French.	Tom on t„ll„ saarella ainoa, joka osaa puhua ranskaa.
Tom isn't a lazy boy. As a matter of fact, he works hard.	Tom ei ole laiska poika. Itse asiassa h„n tekee kovasti t”it„.
Tom isn't crying anymore, but he's obviously still upset.	Tom ei itke en„„, mutta h„n on silti viel„kin silminn„hden poissa tolaltaan.
Tom loses his temper so easily that everybody avoids him.	Tomi hermostuu niin herk„sti, ett„ kaikki v„lttelev„t h„nt„.
Tom said that Mary should've stayed in Boston all summer.	Tomi sanoi, ett„ Mirjan olisi pit„nyt j„„d„ Bostoniin koko kes„ksi.
Tom sat down on a rock and removed a stone from his shoe.	Tom istui alas kivelle ja otti pikkukiven pois keng„st„„n.
Tom says he can't put up with Mary's behavior any longer.	Tomi sanoi, ett„ h„n ei en„„ pysty siet„„ Marin k„ytt„ytymist„.
Tom thinks that personality is more important than looks.	Tom on sit„ mielt„, ett„ luonne on t„rke„mpi kuin ulkon„k”.
Tom told me that he doesn't like to study in the morning.	Tom kertoi minulle, ettei h„n tykk„„ opiskella aamulla.
Tom took a folded piece of paper out of his shirt pocket.	Tom otti paitansa taskusta taitellun paperin.
Tom visited the National Museum when he was in Amsterdam.	Tom k„vi kansallismuseossa kun h„n oli Amsterdamissa.
Tom waited a long time for Mary, but she never showed up.	Tom odotti pitk„n aikaa Marya, mutta h„n ei koskaan ilmaantunut.
Tom was surprised that Mary caught more fish than he did.	Tom oli yll„ttynyt siit„, ett„ Mari sai enemm„n kalaa kuin h„n sai.
Tom was the first one to recognize Mary's musical talent.	Tom oli ensimm„inen, joka tunnisti Marin musiikillisen lahjakkuuden.
Tom was the only one who didn't know how to speak French.	Tom oli ainoa, joka ei osannut puhua ranskaa.
Tom's car wouldn't start and he had to get a new battery.	Tomin auto ei k„ynnistynyt ja h„nen t„ytyi hankkia uusi akku.
Tom's handwriting isn't very good, but it's easy to read.	Tomin k„siala ei ole kovin hyv„, mutta sit„ on helppo lukea.
Tom's mother chased Tom as he ran naked around the lobby.	Tomin „iti jahtasi Tomia h„nen juostessaan ymp„ri aulaa.
Tom's parents both died while he was still a small child.	Tomin molemmat vanhemmat kuolivat, kun h„n oli viel„ pieni lapsi.
We have to figure out a way to keep Tom from seeing Mary.	Meid„n t„ytyy keksi„ keino, jolla est„mme Tomia n„kem„st„ Maria.
We listened carefully in order not to miss a single word.	Kuuntelimme tarkkaavaisesti, jotta yksik„„n sana ei j„isi kuulematta.
We're the only ones who know the combination to the safe.	Olemme ainoat, jotka tiet„v„t kassakaapin yhdistelm„n.
We've got to talk to Tom before he does something stupid.	Meid„n t„ytyy puhua Tomille ennen kuin h„n tekee jotakin typer„„.
When they got to the station, the train had already left.	Kun he saapuivat asemalle, oli juna jo l„htenyt.
Whenever he comes to this place, he orders the same dish.	Aina kun h„n tulee t„nne, h„n tilaa saman annoksen.
Which air conditioner do you think is the most efficient?	Mik„ ilmastointilaite on sinun mielest„si kaikista tehokkain?
Who do you think was watching TV in this room last night?	Kenen luulet katsoneen tv:t„ t„ss„ huoneessa eilen illalla?
You don't have to make a different dish for every person.	Sinun ei tarvitse laittaa eri ruokaa joka henkil”lle.
You don't have to say anything if you don't feel like it.	Sinun ei tarvitse sanoa mit„„n, jos sinusta ei tunnu silt„.
You shouldn't talk about your friends behind their backs.	Sinun ei pit„isi puhua yst„vist„si heid„n selkiens„ takana.
You want me to get a better job, but I don't think I can.	Haluat, ett„ hankin paremman ty”n, mutta en usko, ett„ voin.
You've been singing that same stupid song for three days.	Olet laulanut tuota samaa typer„„ laulua kolme p„iv„„.
A bird can glide through the air without moving its wings.	Lintu voi liukua ilman halki liikuttamatta siipi„„n.
A dreary landscape spread out for miles in all directions.	Ankea maisema levitt„ytyy maileittain joka suuntaan.
A friend of mine is looking for someone who speaks French.	Er„s yst„v„ni etsii jotakuta, joka puhuu ranskaa.
A little walk will give you a good appetite for breakfast.	Pieni k„vely antaa hyv„n ruokahalun aamiaiselle.
A lot of children live from hand to mouth in this country.	Useat lapset el„v„t k„dest„ suuhun t„ss„ maassa.
A nuclear war will bring about the destruction of mankind.	Ydinsota saa aikaan ihmiskunnan tuhon.
A parasol is used during the summertime to shade the face.	Auringonvarjoa k„ytet„„n kes„ll„ kasvojen pit„miseen varjossa.
A passing car hit a puddle and splashed water all over me.	Ohi ajava auto ajoi vesil„t„kk””n ja l„iskytti vett„ p„„lleni.
A pinch hitter was brought into action in the last inning.	Vaihtoly”j„ otetiin peliin viimeisell„ vuoroparilla.
A pub is a popular gathering place in which to drink beer.	Pubi on suosittu kokoontumispaikka, jossa juoda olutta.
A true scientist would not approach the question this way.	Todellinen tieteilij„ ei l„hestyisi kysymyst„ t„lt„ kantilta.
According to the Bible, God created the world in six days.	Raamatun mukaan Jumala loi maailman kuudessa p„iv„ss„.
All those who take up the sword shall perish by the sword.	Ken miekkaan tarttuu, se miekkaan kaatuu.
As everyone knows, today is a very significant day for us.	Kuten jokainen tiet„„, t„n„„n on hyvin merkitt„v„ p„iv„ meille.
Blondes earn 7% more than women with any other hair color.	Blondit tienaavat seitsem„n prosenttia enemm„n kuin naiset, joiden hiukset ovat jonkin muun v„riset.
Can you stand on one leg for a minute with your eyes shut?	Pystytk” seisomaan yhdell„ jalalla minuutin silm„t suljettuina?
Can you tell the difference between granite and sandstone?	Erotatko graniitin ja hiekkakiven toisistaan?
Can you tell the difference between granite and sandstone?	Erotatko graniitin ja hiekkakiven?
Do you like fishing? Maybe we could get together sometime.	Pid„tk” kalastamisesta? Voisimme menn„ joskus yhdess„.
Do you like fishing? Maybe we could get together sometime.	Tykk„„tk” k„yd„ kalassa? Voisimme menn„ ehk„ joskus yhdess„.
Do you want something to eat before your meeting with Tom?	Haluatko jotain sy”t„v„„ ennen kun tapaat Tomin?
Even before the plastic surgery, Mary wasn't unattractive.	Mari ei ollut luotaanty”nt„v„n n„k”inen edes ennen kauneusleikkausta.
Even though I was sitting in the sun, I still felt chilly.	Vaikka istuinkin auringossa, niin minua vilutti silti.
Even though I was sitting in the sun, I still felt chilly.	Vaikka istuin auringossa, niin silti tuntui kylm„lt„.
Even though Tom is sick, he's planning on going to school.	Vaikka Tom on sairas, h„n suunnittelee menev„ns„ kouluun.
Even though Tom is sick, he's planning on going to school.	Vaikka Tom on kipe„, h„n aikoo menn„ kouluun.
Every even number greater than 2 is the sum of two primes.	Jokainen kahta suurempi parillinen luku on kahden alkuluvun summa.
Every even number greater than 2 is the sum of two primes.	Jokainen parillinen, kahta suurempi luku on kahden alkuluvun summa.
For better or for worse, television has changed the world.	Oli miten oli, televisio on muuttanut maailmaa.
For the time being, she is clerking in a department store.	Nyky„„n h„n on tavaratalon myyj„.
Happiness isn't the destination. Happiness is the journey.	Onnellisuus ei ole m„„r„np„„, onnellisuus on matka.
Happiness isn't the destination. Happiness is the journey.	Onni ei ole m„„r„np„„ vaan matka sinne.
He can play tennis better than any other boy in his class.	H„n osaa pelata tennist„ paremmin kuin kuka tahansa muu poika h„nen luokallaan.
He disappeared into a dark corner at the back of the shop.	H„n katosi kaupan per„lle pime„„n nurkkaan.
He gives us a lot of trouble, but I like him all the same.	H„n aiheuttaa meille paljon vaivaa, mutta pid„n h„nest„ siit„ huolimatta.
He knows other and easier ways of getting what he desires.	H„n tiet„„ muita helpompia keinoja saada mit„ h„n haluaa.
He knows other and easier ways of getting what he desires.	H„n tiet„„ muita helpompia keinoja saada mit„ haluaa.
He speaks English as fluently as any student in his class.	H„n puhuu englantia yht„ sujuvasti kuin kuka tahansa opiskelija h„nen luokallaan.
He was discovered unconscious on the floor of the kitchen.	H„net l”ydettiin tajuttomana keitti”n lattialta.
Hearing the terrible noise, I asked him what was going on.	Kuullessani hirve„n metelin kysyin h„nelt„ mit„ oikein tapahtuu.
Hundreds of people were waiting outside the ticket office.	Sadat ihmiset odottivat lipputoimiston ulkopuolella.
I can't count the number of times I've heard Tom say that.	En voi laskea niiden kertojen m„„r„„, jolloin olen kuullut Tomin sanovan noin.
I could do nothing but stare stupidly at the printed page.	En kyennyt tekem„„n muuta kuin tuijottamaan typer„sti sit„ sivua.
I didn't fall asleep until after 2 o'clock in the morning.	Nukahdin vasta kahdelta aamuy”ll„.
I don't care what he says. I will never believe him again.	En v„lit„ mit„ h„n sanoo. En usko h„nt„ en„„ ikin„ uudestaan.
I don't care where we eat dinner. It's entirely up to you.	Minulle on ihan sama miss„ sy”mme illallista. Se riippuu t„ysin sinusta.
I don't care where we eat dinner. It's entirely up to you.	Minulle ei ole mit„„n v„li„ miss„ sy”mme illallista. Se on kokonaan sinun p„„tett„viss„si.
I don't think I'll be able to hold in my anger any longer.	En luule ett„ voin en„„ pid„tell„ vihaani pidemp„„n.
I don't want there to be any chance of a misunderstanding.	En halua, ett„ asiassa on yht„„n v„„rink„sityksen mahdollisuutta.
I find it difficult to talk to you about anything serious.	Huomaan vaikeaksi puhua sinulle mit„„n vakavaa.
I forgive you because you didn't know what you were doing.	Annan sinulle anteeksi, koska et tiennyt mit„ olit tekem„ss„.
I forgot to turn off the television before going to sleep.	Unohdin sammuttaa television ennen kun menin nukkumaan.
I hate to bother you, but would you mind closing the door?	Anteeksi kun vaivaan, mutta voisitko sulkea oven?
I have never let my schooling interfere with my education.	En ole koskaan antanut koulutuksen h„irit„ opintojani.
I hope that I will be able to help you at some other time.	Toivon ett„ pystyn auttamaan sinua joskus toiste.
I know Tom didn't know how much time he'd need to do that.	Min„ tied„n, ett„ Tommi ei tiennyt, kuinka paljon aikaa h„n tarvitsisi tehd„kseen tuon.
I know Tom didn't know how much time he'd need to do that.	Tied„n, ett„ Tommi ei tiennyt, kuinka paljon aikaa h„n tarvitsisi tehd„kseen tuon.
I know Tom didn't know how much time he'd need to do that.	Min„ tied„n, ett„ Tommi ei tiennyt, kuinka paljon aikaa h„n tarvitsisi tuon tekemiseen.
I know Tom didn't know how much time he'd need to do that.	Tied„n, ett„ Tommi ei tiennyt, kuinka paljon aikaa h„n tarvitsisi tuon tekemiseen.
I lived in Tokyo a few years ago, but now I live in Kyoto.	Asuin Tokiossa muutama vuosi sitten, mutta nyt asun Kiotossa.
I lived in Tokyo a few years ago, but now I live in Kyoto.	Asuin Tokiossa muutama vuosi sitten, mutta nyt min„ asun Kiotossa.
I lived in Tokyo a few years ago, but now I live in Kyoto.	Min„ asuin Tokiossa muutama vuosi sitten, mutta nyt asun Kiotossa.
I lived in Tokyo a few years ago, but now I live in Kyoto.	Min„ asuin Tokiossa muutama vuosi sitten, mutta nyt min„ asun Kiotossa.
I met her by chance on the train the day before yesterday.	Tapasin h„net sattumalta junassa toissap„iv„n„.
I need to find a better job on the double to pay my bills.	Minun t„ytyy pikimiten hankkia parempi ty”, jotta kykenen maksamaan laskuni.
I really didn't want to play tag with Tom and his friends.	En todella halunnut olla hippasilla Tomin ja h„nen kavereidensa kanssa.
I think Mary will be offended by what Tom is going to say.	Luulen, ett„ Mari loukkaantuu siit„ mit„ Tom aikoo sanoa.
I think people should stop using disposable shopping bags.	Mielest„ni ihmisten pit„isi lopettaa kertak„ytt”kassien k„ytt”.
I took Tom to the hospital in the back of my pickup truck.	Vein Tomin sairaalaan avolavani lavalla.
I trained my dog to bring me the newspaper in the morning.	Koulutin koirani tuomaan minulle sanomalehden aamuisin.
I tried to give her some money, but she wouldn't take any.	Yritin antaa h„nelle v„h„n rahaa, mutta h„n ei suostunut ottamaan sit„.
I used to think it didn't really matter what I fed my dog.	Ennen luulin, ett„ sill„ ei ole juurikaan v„li„, mit„ min„ sy”t„n koiralleni.
I want to get a satisfactory explanation for your conduct.	Toivon saavani tyydytt„v„n selityksen k„yt”ksellesi.
I wish you would make a list of the newly published books.	Toivon ett„ tekisit listan vastajulkaistuista kirjoista.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata minulle kitaransa loman ajaksi.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata minulle kitaraansa loman ajaksi.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata minulle kitaransa lomalla.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata minulle kitaraansa lomalla.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata kitaransa minulle loman ajaksi.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata kitaraansa minulle loman ajaksi.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata kitaransa minulle lomalla.
I wonder if he can lend me his guitar during the vacation.	Voisikohan h„n lainata kitaraansa minulle lomalla.
I wouldn't dream of going on a picnic on such a rainy day.	En voisi kuvitellakaan menev„ni piknikille n„in sateisena p„iv„n„.
I'm in the middle of something. Could you come back later?	Olen kesken tekemisen. Voisitko tulla takaisin my”hemmin?
I'm not sure that Tom enjoyed the party as much as we did.	En ole varma siit„, ett„ Tom nautti juhlista yht„ paljon kuin me.
I'm pretty sure Tom and Mary have never visited Australia.	Olen aika varma, ett„ Tomi ja Mari eiv„t ole koskaan k„yneet Australiassa.
I'm pretty sure Tom and Mary have never visited Australia.	M„ oon aika varma, et Tomi ja Mari ei oo koskaan k„yny Australiassa.
I'm pretty sure Tom's prepared for what's about to happen.	Olen melko varma, ett„ Tom on valmistautunut siihen mit„ on tapahtumaisillaan.
I'm pretty sure Tom's willing to do what needs to be done.	Olen melko varma, ett„ Tom on halukas tekem„„n sen, mik„ t„ytyy tehd„.
I'm pretty sure that Tom doesn't know how to speak French.	Olen melko varma, ettei Tom osaa ranskaa.
I'm pretty sure that Tom doesn't know how to speak French.	Olen melko varma, ett„ Tom ei osaa puhua ranskaa.
I'm really impressed with the way Tom plays the saxophone.	Olen todella vaikuttunut Tomin tavasta soittaa saksofonia.
I've been studying astronomy as a hobby since I was a kid.	Olen opiskellut t„htitiedett„ harrastuksena lapsesta asti.
I've been studying astronomy as a hobby since I was a kid.	Olen opiskellut astronomiaa harrastuksena lapsesta asti.
I've been studying astronomy as a hobby since I was a kid.	Min„ olen opiskellut t„htitiedett„ harrastuksena lapsesta asti.
I've been studying astronomy as a hobby since I was a kid.	Min„ olen opiskellut astronomiaa harrastuksena lapsesta asti.
I've heard that Boston is a dangerous place. Is that true?	Olen kuullut, ett„ Boston on vaarallinen paikka. Onko se totta?
If God did not exist, it would be necessary to invent him.	Jos Jumalaa ei olisi olemassa, olisi tarpeellista keksi„ H„net.
If God did not exist, it would be necessary to invent him.	Jos Jumalaa ei olisi olemassa, olisi se pakko keksi„.
If you get bit by a rabid dog, you'll need a tetanus shot.	Jos vesikauhuinen koira puree sinua, tarvitset j„ykk„kouristusrokotuksen.
If you happen to see him, please give him my best regards.	Jos satut n„kem„„n h„nt„, kerro h„nelle paljon terveisi„ minulta.
It is easier to make plans than to put them into practice.	On helpompi tehd„ suunnitelmia kuin toteuttaa ne k„yt„nn”ss„.
It is not manly to speak ill of others behind their backs.	Ei ole miehek„st„ puhua pahaa toisista sel„n takana.
It makes no difference to me whether you are rich or poor.	Minulle ei ole mit„„n v„li„ oletko rikas vai k”yh„.
It was less than one kilometer to the village post office.	Oli v„hemm„n kuin yksi kilometri kyl„n postitoimistoon.
It's been decided that Tom will be the one who'll do that.	On p„„tetty, ett„ Tomi on se joka tekee sen.
It's one of the most difficult things I've ever had to do.	Se oli yksi vaikeimmista asioista, mit„ olen koskaan joutunut tekem„„n.
It's people like you who are ruining it for everyone else.	Sinun kaltaisesi ihmiset pilaavat asiat kaikilta.
Japan maintains friendly relations with the United States.	Japani yll„pit„„ yst„v„llisi„ suhteita Yhdysvaltojen kanssa.
Many college students use computers to write their papers.	Monet yliopisto-opiskelijat kirjoittavat esseens„ tietokoneella.
Many people were upset when they saw Tom burning the flag.	Monet oli j„rkyttyneit„, kun he n„kiv„t Tomin polttavan lipun.
Mary might be able to make it if we go half an hour later.	Mary saattaisi pysty„ siihen, jos me menemme puoli tuntia my”hemmin.
My cousin is four years old, but she eats as much as I do.	Serkkuni on nelj„vuotias, mutta sy” yht„ paljon kuin min„.
My daughter often had asthma attacks when she was a child.	Tytt„rell„ni oli usein astmakohtauksia, kun h„n oli lapsi.
Near the equator, the weather is hot and humid year-round.	P„iv„ntasaajan l„hell„ s„„ on aina l„mmint„ ja kosteata.
Not only can she speak French, she can also speak English.	H„n osaa puhua ei vain englantia vaan my”s ranskaa.
Not only did he refuse to help me, but also he scolded me.	H„n ei vain kielt„ytynyt auttamasta minua, vaan my”s l„ksytti minua.
Once upon a time, there lived a poor man and a rich woman.	Olipa kerran k”yh„ mies ja rikas nainen.
One day, they're going to take away your driver's license.	Viel„ jokin p„iv„ ajokorttisi otetaan pois.
Please let me know if you find any typos or missing words.	Kerrothan minulle, jos l”yd„t kirjoitusvirheit„ tai puuttuvia sanoja.
She has two cats. One is white and the other one is black.	H„nell„ on kaksi kissaa. Yksi on valkoinen ja toinen on musta.
She's made up her mind and refuses to be talked out of it.	H„n on p„„tt„nyt asian eik„ suostu muuttamaan mielt„„n.
Thank you for helping me translate the report into French.	Kiitos kun autoit minua k„„nt„m„„n raportin ranskaksi.
The Japanese take off their shoes when they enter a house.	Japanilaiset ottavat keng„t pois jalasta, kun tulevat sis„lle.
The book is on the table and the pen is on the windowsill.	Kirja on p”yd„ll„ ja kyn„ ikkunalaudalla.
The doctor tried every possible means to save his patient.	L„„k„ri yritti pelastaa potilaan kaikin mahdollisin keinoin.
The girl danced in a way that brought joy to the audience.	Tytt” tanssi tavalla, joka toi iloa katsojille.
The government adopted strong measures to fight inflation.	Hallitus otti k„ytt””n kovat keinot inflaation taltuttamiseksi.
The more we learn, the more we realize how little we know.	Mit„ enemm„n opimme, sit„ enemm„n huomaamme, miten v„h„n me tied„mme.
The prime minister paid a formal visit to the White House.	P„„ministeri vieraili virallisesti Valkoisessa talossa.
The results of Tom's biopsy show that the tumor is benign.	Tomin koepalan tulokset osoittavat, ett„ kasvain on hyv„nlaatuinen.
"The student answered, ""The square root of 256 is sixteen."""	Oppilas vastasi: ¯Kahdensadanviidenkymmenenkuuden neli”juuri on kuusitoista.¯
"The student answered, ""The square root of 256 is sixteen."""	Oppilas vastasi: ?Kahdensadanviidenkymmenenkuuden neli”juuri on kuusitoista.?
"The student answered, ""The square root of 256 is sixteen."""	Oppilas vastasi: ¯256:n neli”juuri on kuusitoista.¯
"The student answered, ""The square root of 256 is sixteen."""	Oppilas vastasi: ?256:n neli”juuri on kuusitoista.?
The sun and the moon rise in the east and set in the west.	Aurinko ja Kuu nousevat id„st„ ja laskevat l„nteen.
The train arrived safely at the station a few minutes ago.	Juna saapui turvallisesti asemalle muutama minuutti sitten.
There's a chance that Tom might try to kill himself again.	On mahdollista, ett„ Tom saattaa yritt„„ tappaa itsens„ uudestaan.
There's been a corresponding increase in wholesale prices.	Tukkuhinnat ovat kasvaneet vastaavasti.
There's been a corresponding increase in wholesale prices.	Tukkuhinnat ovat nousseet vastaavasti.
They both have farms less than three kilometers from here.	Heill„ on kummallakin maatilat alle kolmen kilometrin p„„ss„ t„„lt„.
This is a sentence that has the syllable count of a haiku.	T„m„ lausuma on tavuluvultansa oikea haiku.
This is a sentence that has the syllable count of a haiku.	T„ss„ lauseessa, tavum„„r„ vastaava, haikurunossa.
This is a sentence that has the syllable count of a haiku.	T„ss„ virkkeess„/ tavuja sama m„„r„/ kuin haikussakin.
Though timid in some respects, he was very bold in others.	Vaikka h„n oli joissakin asioissa arka, h„n oli toisissa asioissa hyvin rohkea.
Tom and Mary don't get along. They have nothing in common.	Tomi ja Mari eiv„t tule toimeen kesken„„n. Heill„ ei ole mit„„n yhteist„.
Tom and Mary have been married for more than thirty years.	Tom ja Mary ovat olleet naimisissa enemm„n kuin kolmekymment„ vuotta.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat samalla luokalla yl„koulussa.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat samalla luokalla yl„asteella.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat yl„koulussa samalla luokalla.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat yl„asteella samalla luokalla.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat samalla luokalla keskikoulussa.
Tom and Mary were in the same class in junior high school.	Tomi ja Mari olivat keskikoulussa samalla luokalla.
"Tom can say ""I can only speak French"" in thirty languages."	Tom osaa sanoa ?osaan puhua vain ranskaa? kolmellakymmenell„ kielell„.
Tom could have gone to the dance with Mary, but he didn't.	Tom olisi voinut menn„ tanssimaan Maryn kanssa, mutta h„n ei mennyt.
Tom didn't start to play the trombone until he was twenty.	Tom ei alkanut soittaa vetopasuunaa kuin vasta 30-vuotiaana.
Tom doesn't know whether Mary is telling the truth or not.	Tomi ei tied„ puhuuko Mari totta vai ei.
Tom doesn't really like Mary, even though he says he does.	Tom ei juuri pid„ Marista, vaikka v„itt„„kin pit„v„ns„.
Tom doesn't seem to mind that his daughter is dating John.	Tomia ei n„yt„ haittaavan se, ett„ h„nen tytt„rens„ tapailee Jonia.
Tom got a book down from the shelf and started reading it.	Tom otti kirjan alas hyllyst„ ja alkoi lukea sit„.
Tom had a crush on Mary when he was in junior high school.	Tom oli ihastunut Maryyn ollessaan yl„asteella.
Tom had lamb chops, potatoes and mushroom soup for dinner.	Tomilla oli lammashakkelusta, perunoita ja sienikeittoa p„iv„lliseksi.
Tom has a reputation of never getting things done on time.	Tomilla on maine olla saamatta koskaan tehty„ asioita ajallaan.
Tom is no longer covered by his parents' health insurance.	Tomin vanhempien sairausvakuutus ei en„„ kata Tomia.
